checkpoint,step,direction,layer,head,mean
step_065000,65000,clone_to_original,11,1,0.0041267372466422415
step_065000,65000,clone_to_original,11,2,-0.001049131423503429
step_065000,65000,clone_to_original,11,3,-0.008512640858555699
step_065000,65000,clone_to_original,11,4,-0.0029530455400277903
step_065000,65000,clone_to_original,11,5,-0.0021650689142244358
step_065000,65000,clone_to_original,11,6,-0.0005193658777185388
step_065000,65000,clone_to_original,11,7,0.00501048672306645
best,77500,original_to_clone,0,0,0.0005032656429050205
best,77500,original_to_clone,0,1,0.0008692553451469352
best,77500,original_to_clone,0,2,-0.003117178474460636
best,77500,original_to_clone,0,3,0.0008523056099006722
best,77500,original_to_clone,0,4,-0.0016591301909438124
best,77500,original_to_clone,0,5,8.620066685719533e-05
best,77500,original_to_clone,0,6,-0.0015090338818661802
best,77500,original_to_clone,0,7,-0.0002464061384802466
best,77500,original_to_clone,1,0,-0.00015391315425838435
best,77500,original_to_clone,1,1,-0.00025216416195706205
best,77500,original_to_clone,1,2,0.0008725019188614579
best,77500,original_to_clone,1,3,-0.00018006885373914565
best,77500,original_to_clone,1,4,0.00020787629995260153
best,77500,original_to_clone,1,5,1.7350858396238034e-05
best,77500,original_to_clone,1,6,-0.0008248133702321096
best,77500,original_to_clone,1,7,0.0003658366632891131
best,77500,original_to_clone,2,0,-0.0014507996069418418
best,77500,original_to_clone,2,1,0.000213493098009814
best,77500,original_to_clone,2,2,-0.0013453917460398632
best,77500,original_to_clone,2,3,-0.00017947602916408228
best,77500,original_to_clone,2,4,0.0002007382410066622
best,77500,original_to_clone,2,5,-0.0002567252597293338
best,77500,original_to_clone,2,6,-0.0020247746158290553
best,77500,original_to_clone,2,7,-0.00016207684267748583
best,77500,original_to_clone,3,0,0.004258156359732688
best,77500,original_to_clone,3,1,-0.0013110422873282219
best,77500,original_to_clone,3,2,-0.000968357464214703
best,77500,original_to_clone,3,3,-0.0017250056739325996
best,77500,original_to_clone,3,4,0.0007074813585023623
best,77500,original_to_clone,3,5,-4.2579195520899316e-05
best,77500,original_to_clone,3,6,-0.0034747580150226217
best,77500,original_to_clone,3,7,-0.002336335074794185
best,77500,original_to_clone,4,0,0.0018146838153804744
best,77500,original_to_clone,4,1,-0.003946665171030405
best,77500,original_to_clone,4,2,-0.0007838000048388232
best,77500,original_to_clone,4,3,-0.0018396264797932392
best,77500,original_to_clone,4,4,0.0008020132511585682
best,77500,original_to_clone,4,5,0.0008401731113055805
best,77500,original_to_clone,4,6,-0.005816717405576963
best,77500,original_to_clone,4,7,-0.0001394174120447657
best,77500,original_to_clone,5,0,0.0008582247270120157
best,77500,original_to_clone,5,1,0.0029347555057422535
best,77500,original_to_clone,5,2,0.006974000651557166
best,77500,original_to_clone,5,3,-0.001781270847664223
best,77500,original_to_clone,5,4,0.0013181255744384216
best,77500,original_to_clone,5,5,0.00032169861836476367
best,77500,original_to_clone,5,6,0.002973143581871514
best,77500,original_to_clone,5,7,0.008088579048981538
best,77500,original_to_clone,6,0,-0.0031303650624043234
best,77500,original_to_clone,6,1,-0.004526012115650349
best,77500,original_to_clone,6,2,-0.001902680676262658
best,77500,original_to_clone,6,3,0.00750162579991796
best,77500,original_to_clone,6,4,0.0016074986071199983
best,77500,original_to_clone,6,5,0.00229501402055895
best,77500,original_to_clone,6,6,-0.011566862329706416
best,77500,original_to_clone,6,7,0.00045085705078399933
best,77500,original_to_clone,7,0,-0.0015803811786411046
best,77500,original_to_clone,7,1,-0.004750110544599929
best,77500,original_to_clone,7,2,0.002340584724873036
best,77500,original_to_clone,7,3,0.0025989225318839957
best,77500,original_to_clone,7,4,-0.003690614893629744
best,77500,original_to_clone,7,5,0.004612985494974497
best,77500,original_to_clone,7,6,0.008220519031490292
best,77500,original_to_clone,7,7,0.00019612344535621437
best,77500,original_to_clone,8,0,0.03540667703559807
best,77500,original_to_clone,8,1,-0.0021723557162929225
best,77500,original_to_clone,8,2,0.01366119180713688
best,77500,original_to_clone,8,3,0.03991669846010638
best,77500,original_to_clone,8,4,-0.0018274977400496199
best,77500,original_to_clone,8,5,-0.021526085900830792
best,77500,original_to_clone,8,6,-0.003117044766743978
best,77500,original_to_clone,8,7,0.0012740245810500136
best,77500,original_to_clone,9,0,0.02158890436361502
best,77500,original_to_clone,9,1,-0.026838808983295888
best,77500,original_to_clone,9,2,0.002994139452238341
best,77500,original_to_clone,9,3,0.0016401275858148798
best,77500,original_to_clone,9,4,-0.007539931718293611
best,77500,original_to_clone,9,5,0.00038061485634193767
best,77500,original_to_clone,9,6,-0.015208962264361683
best,77500,original_to_clone,9,7,-0.0006834590757215345
best,77500,original_to_clone,10,0,-0.0018660533535587896
best,77500,original_to_clone,10,1,0.001467910435822633
best,77500,original_to_clone,10,2,0.011885594677280736
best,77500,original_to_clone,10,3,-0.001645809895283467
best,77500,original_to_clone,10,4,-0.002041478951772054
best,77500,original_to_clone,10,5,0.0030854704143764736
best,77500,original_to_clone,10,6,-0.0013460554518141188
best,77500,original_to_clone,10,7,0.0012757584855363176
best,77500,original_to_clone,11,0,0.009497380471444345
best,77500,original_to_clone,11,1,-0.005137171294238116
best,77500,original_to_clone,11,2,-0.001085405414168899
best,77500,original_to_clone,11,3,-0.0041917793385617364
best,77500,original_to_clone,11,4,-0.01360273737091202
best,77500,original_to_clone,11,5,0.00015449631321537603
best,77500,original_to_clone,11,6,-0.005001467627448005
best,77500,original_to_clone,11,7,-0.0031334602081023893
best,77500,clone_to_original,0,0,-0.0023982664486309428
best,77500,clone_to_original,0,1,-0.0010556149053144025
best,77500,clone_to_original,0,2,0.0034136111671860155
best,77500,clone_to_original,0,3,-0.00043787451477738114
best,77500,clone_to_original,0,4,0.0050526073387077266
best,77500,clone_to_original,0,5,0.0010289684072271124
best,77500,clone_to_original,0,6,-0.00045809928361360017
best,77500,clone_to_original,0,7,0.0009477321092072907
best,77500,clone_to_original,1,0,0.0018107923301490577
best,77500,clone_to_original,1,1,0.0006641600583050702
best,77500,clone_to_original,1,2,-0.0004393415408091502
best,77500,clone_to_original,1,3,-0.0001035740783622673
best,77500,clone_to_original,1,4,-0.00010222679859883076
best,77500,clone_to_original,1,5,-6.218858667322107e-05
best,77500,clone_to_original,1,6,0.0008545270911208145
best,77500,clone_to_original,1,7,-0.00015114771353231895
best,77500,clone_to_original,2,0,-0.00024309083148165865
best,77500,clone_to_original,2,1,0.001212034139547262
best,77500,clone_to_original,2,2,0.0011874555467485308
best,77500,clone_to_original,2,3,0.0005583747013195141
best,77500,clone_to_original,2,4,0.0001434984507861438
best,77500,clone_to_original,2,5,8.183556634026604e-06
best,77500,clone_to_original,2,6,0.000996921513531659
best,77500,clone_to_original,2,7,-0.0021712055077423922
best,77500,clone_to_original,3,0,0.0036084007572483373
best,77500,clone_to_original,3,1,0.0006408653817735276
best,77500,clone_to_original,3,2,-0.0006739937507354461
best,77500,clone_to_original,3,3,-0.0005572148271509119
best,77500,clone_to_original,3,4,-2.0684422673405827e-06
best,77500,clone_to_original,3,5,0.00031791291795335374
best,77500,clone_to_original,3,6,-0.005193028364095602
best,77500,clone_to_original,3,7,-0.0008147675711829383
best,77500,clone_to_original,4,0,0.0024028527844059573
best,77500,clone_to_original,4,1,0.00579322726876886
best,77500,clone_to_original,4,2,0.0029612999778610093
best,77500,clone_to_original,4,3,-0.0009743335010769131
best,77500,clone_to_original,4,4,0.0009766016994510686
best,77500,clone_to_original,4,5,0.002857599709485028
best,77500,clone_to_original,4,6,0.0006899656476201238
best,77500,clone_to_original,4,7,-1.7699894604382213e-05
best,77500,clone_to_original,5,0,0.002587956888181669
best,77500,clone_to_original,5,1,-6.638614981024115e-05
best,77500,clone_to_original,5,2,0.010184961933273453
best,77500,clone_to_original,5,3,0.0038983059359026383
best,77500,clone_to_original,5,4,4.339969909942902e-05
best,77500,clone_to_original,5,5,-0.0012548061104508134
best,77500,clone_to_original,5,6,0.0023322594058406247
best,77500,clone_to_original,5,7,0.00879153958312026
best,77500,clone_to_original,6,0,0.0016075394175074122
best,77500,clone_to_original,6,1,0.005111411348119512
best,77500,clone_to_original,6,2,-0.0001321477932972951
best,77500,clone_to_original,6,3,0.003715336322784424
best,77500,clone_to_original,6,4,0.0018080505164893897
best,77500,clone_to_original,6,5,0.012500702260850786
best,77500,clone_to_original,6,6,0.004898758084924372
best,77500,clone_to_original,6,7,-0.0015950621785344305
best,77500,clone_to_original,7,0,0.007296799539445757
best,77500,clone_to_original,7,1,-0.013683036103978887
best,77500,clone_to_original,7,2,0.005173322853741345
best,77500,clone_to_original,7,3,0.016572760569082724
best,77500,clone_to_original,7,4,0.013687740575085889
best,77500,clone_to_original,7,5,-1.947783135079049e-05
best,77500,clone_to_original,7,6,0.0024225534619511783
best,77500,clone_to_original,7,7,0.008618811229327778
best,77500,clone_to_original,8,0,0.011023933823044235
best,77500,clone_to_original,8,1,0.0016009447810886143
best,77500,clone_to_original,8,2,-0.007276796005867623
best,77500,clone_to_original,8,3,0.23415513081593556
best,77500,clone_to_original,8,4,0.0032722520398664047
best,77500,clone_to_original,8,5,-0.011858288232270663
best,77500,clone_to_original,8,6,0.0023211358903764603
best,77500,clone_to_original,8,7,-0.0010758192689569147
best,77500,clone_to_original,9,0,0.03340347715326258
best,77500,clone_to_original,9,1,-0.0013151893744597564
best,77500,clone_to_original,9,2,0.0037517681852117313
best,77500,clone_to_original,9,3,-0.006448496569384326
best,77500,clone_to_original,9,4,0.0011172869183995703
best,77500,clone_to_original,9,5,-0.00013255374925630586
best,77500,clone_to_original,9,6,0.008218031745773178
best,77500,clone_to_original,9,7,-0.000925445878827894
best,77500,clone_to_original,10,0,-0.014433642765423199
best,77500,clone_to_original,10,1,0.08015323007428968
best,77500,clone_to_original,10,2,0.0105620407843375
best,77500,clone_to_original,10,3,0.005032270341306119
best,77500,clone_to_original,10,4,7.181446831505578e-05
best,77500,clone_to_original,10,5,-0.002265650409835953
best,77500,clone_to_original,10,6,0.007634102224229692
best,77500,clone_to_original,10,7,0.0002987669394896911
best,77500,clone_to_original,11,0,-0.0019588094573837144
best,77500,clone_to_original,11,1,0.0024755854864378234
best,77500,clone_to_original,11,2,0.0016277045816988558
best,77500,clone_to_original,11,3,-0.009557795954180194
best,77500,clone_to_original,11,4,-0.0034526731516863847
best,77500,clone_to_original,11,5,-0.001514905207865947
best,77500,clone_to_original,11,6,0.0022047908456475887
best,77500,clone_to_original,11,7,0.004093610488616668
